,BbMf_PPema_05_S9.counts.cut.txt,BbMf_PPema_07_S11.counts.cut.txt,BbMf_PPema_08_S12.counts.cut.txt,BbSf_PScoc_05_S13.counts.cut.txt,BbSf_PScoc_06_S14.counts.cut.txt,BbSf_PScoc_07_S15.counts.cut.txt,EnMf_PPema_09_S17.counts.cut.txt,EnMf_PPema_10_sub_S18.counts.cut.txt,EnMf_PPema_12_S20.counts.cut.txt,EnSf_Pscoc_09_S21.counts.cut.txt,EnSf_Pscoc_11_S23.counts.cut.txt,EnSf_Pscoc_12_S24.counts.cut.txt,UF_PPema_02_S2.counts.cut.txt,UF_PPema_03_S3.counts.cut.txt,UF_PPema_04_S4.counts.cut.txt,UF_PScoc_02_S6.counts.cut.txt,UF_PScoc_03_S7.counts.cut.txt,UF_PScoc_04_S8.counts.cut.txt
LOC115315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115308215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnak-cuu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115314382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115316311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115316973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115317644,0,7.80746763782187,0,0,4.54721406025199,0,0,0,0,0,0,0,0,0,9.56575573285281,0,0,0
LOC115319366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8040246,0,0,0,0,0,0,0,0,0,0,0,0,3.52436077296888,0,0,0,0,0
LOC115318789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115320466,0,0,0,0,0,0,0,0,0,3.61712524968496,4.38765109544161,0,0,13.5218725120932,7.51595093295577,14.3001051834387,0,10.3208817967366
LOC115321103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115324962,0,0,25.9180466826858,0,0,2.15319847553188,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325709,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4935916352792,0,0,0,0
LOC8032538,0,7.80746763782187,1.61987791766786,8.86296785996851,7.57869010041998,0,18.4350487855812,0,0,0,0,0,0,0,0,0,0,0
LOC115327020,0,0,0,0,0,0,0,0,0,14.4685009987398,0,0,0,0,0,0,0,0
LOC8032535,39.6896618272223,85.4228812138158,119.870965907422,50.427230927407,58.3559137732338,81.1038092450341,46.0876219639531,21.6764608098508,47.585212398345,70.1722298438883,82.634095630817,37.857801202646,7.75359370053154,2.70437450241863,0,11.7000860591771,40.1030328129714,9.85175080597585
LOC115327675,0,0,0,1.83371748826935,0,0,0,0,0,0,0,0,0,1.35218725120932,0,0,0,0
LOC8032546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115322981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115330723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115332637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115331362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115308216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115310973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09960959979406,0,0,0.469130990760755
LOC115312187,0,0,0,5.19553288342981,0,1.43546565035459,0,0,0,0,0,0,0,2.02828087681397,1.36653653326469,0,0,0
LOC115309170,0,1.37778840667445,0,0,0,0,0,0,0,5.78740039949594,0,0,7.75359370053154,0,0,0,0,0
LOC115310536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115314261,0,10.1037816489459,0,0,0,10.0482595524821,0,0,0,0,0,0,0,0,0,0,0,8.44435783369359
LOC115309878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40739297228226
LOC115314399,25.884562061232,7.80746763782187,0,0,0,0,0,1.66742006229622,8.92222732468969,0,0,0,24.6705254107822,10.8174980096745,13.6653653326469,0,6.41648525007543,30.4935143994491
LOC8051300,115.617710540169,90.9340348405135,115.011332154418,117.969158411995,102.31231635567,86.1279390212752,9.21752439279062,60.0271222426638,115.988955220966,111.407457690297,36.5637591286801,176.669738945681,100.091845952316,143.331848628188,157.151701325439,41.6003059881852,124.319401720211,28.1478594456453
LOC8043581,37.9640243564735,9.18525604449632,0,0,0,0,0,0,0,9.4045256491809,0,0,0,6.76093625604658,5.46614613305875,0,31.2803655941177,2.81478594456453
LOC115314473,0,0.918525604449632,3.23975583533572,3.05619581378224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315483,0,0.459262802224816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315142,0,0,0,0,0,0,13.8262865891859,0,0,0,0,0,0,0,0,0,0,0
LOC8043580,0,0,0,0,0,0,0,0,0,0,0,0,11.2779544735004,2.02828087681397,8.88248746622046,0,0,0
LOC8043579,0,0,0,0,5.30508307029399,1.43546565035459,0,0,0,0,0,0,0,0,0,0,0,0
LOC8043578,48.3178491809663,122.623168194026,157.128158013782,84.9622436231464,158.394623098778,54.5476947134743,23.0438109819765,45.0203416819978,0,84.6407308426281,40.2201350415481,124.089459497562,179.037527266819,47.3265537923261,142.80306772616,124.800917964556,0,317.601680745031
LOC115314654,41.4152992979711,24.8001913201401,21.0584129296822,15.2809790689112,35.6198434719739,0,9.21752439279062,13.3393604983697,26.7666819740691,15.9153510986138,34.3699335809593,92.5412918286902,50.7507951307519,64.2288944324425,81.9921919958812,109.850808000052,10.4267885313726,50.1970160114008
LOC8043577,1023.30302015404,372.921395406551,432.507404017319,348.711942352554,403.944182352385,324.415236980137,267.308207390928,553.583460682344,327.148335238622,329.158397721331,579.169944598292,555.247750972141,56.3897723675021,55.439677299582,97.0240938617927,90.3506645680897,96.2472787511315,84.4435783369359
LOC8043576,978.436445914568,783.502340595536,417.928502758308,888.13050348512,1475.57096255177,711.990962575875,1041.58025638534,726.99514716115,687.011504001106,931.048039268909,1195.63492350784,1270.33955146657,382.040707789827,461.771946287982,484.437201042331,542.103987408539,508.506456068478,288.515559317864
LOC8043575,1157.90274287244,2007.43770852467,1882.29814033005,1449.24805489554,1811.30693400038,1720.40558194997,2871.25884835428,2702.88792098217,2533.91256021187,2093.59209451766,789.045921996916,1144.14688079108,1103.82979409385,1420.47270739539,819.921919958812,3112.87289652217,528.557972474964,919.96587288184
LOC115314886,0,0,0,4.58429372067337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115314957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115314985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnaf-aaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115315839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115316150,8.62818735374398,22.9631401112408,0,36.3687301840087,43.1985335723939,21.5319847553188,4.60876219639531,25.0113009344432,35.6889092987588,13.7450759488029,16.8193291991928,0,19.031548174032,13.5218725120932,0.683268266632343,17.5501290887656,33.686547562896,73.6535655494385
LOC8039960,0,33.9854473646364,19.4385350120143,27.5057623240402,31.8304984217639,13.6369236783686,0,16.6742006229622,0,31.8307021972277,62.1583905187561,23.1353229571726,20.4412924832195,22.9871832705584,3.41634133316172,72.8005354793241,42.5092147817497,25.8022044918415
LOC8052811,89.7331484789374,95.9859256649865,51.8360933653715,103.605038087218,50.0193546627719,67.4668855666656,142.871628088255,85.038423177107,65.4296670477244,102.002932041116,78.977719717949,23.1353229571726,170.579061411694,223.786990075142,189.948578123791,182.00133869831,133.142068939065,147.307131098877
LOC8024310,0,0,0,0,0,0,0,16.6742006229622,0,0,0,0,0,7.43702988165124,21.1813162656026,11.7000860591771,23.2597590315234,9.85175080597585
LOC8023418,56.9460365347103,33.0669217601867,0,37.5912085095216,39.4091885221839,39.4753053847511,0,20.0090407475546,53.5333639481381,27.4901518976057,34.3699335809593,6.30963353377433,67.6677268410026,219.054334695909,133.920580259939,108.550798437921,36.8947901879337,124.3197125516
LOC115317862,18.9820121782368,1.83705120889926,0,0,0,0,0,5.00226018688865,0,0,0,0,0.704872154593777,15.5501533889071,26.6474623986614,0,0,7.50609585217208
LOC115316312,0,0,0,0,0,0,0,0,0,0,0,0,6.34384939134399,0,0,0,0,0
LOC8035589,0,0,0,0.916858744134673,10.610166140588,0,0,0,0,0,0,4.20642235584956,14.8023152464693,0,1.36653653326469,7.80005737278473,0,6.56783387065057
LOC115317485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115317409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8039745,174.289384545628,74.859836762645,157.128158013782,115.218582179591,180.372824389996,124.167778755672,64.5226707495343,181.748786790288,20.8185304242759,212.686964681476,136.748459141263,145.12157127681,157.186490474412,73.6942051909077,146.219409059321,108.550798437921,113.090552532579,138.862773265183
LOC8039744,91.4587859496862,212.63867743009,79.3740179657252,228.603446870912,173.552003299618,195.941061273401,225.82934762337,176.746526603399,124.911182545656,130.939934038596,90.6781226391266,126.192670675487,121.942882744723,152.121065761048,65.5937535967049,169.001243077002,137.954432876622,133.702332366815
LOC115317645,2203.63905014621,2242.12100046155,1733.26937190461,2117.63807936972,2516.12511333943,3020.93746117123,1834.28735416533,2130.96283961456,2153.23086102511,2606.50045492298,1807.71225132194,1958.08960664797,2966.80689868521,2621.89108009486,3364.41294489766,2022.16487389444,1999.53721605476,2087.63290888536
LOC8031619,41.4152992979711,0,0,12.8360224178854,6.82082109037798,0,0,8.33710031148108,0,0,2.92510073029441,0,11.9828266280942,0,3.41634133316172,14.9501099645041,29.6762442815989,11.2591437782581
LOC115316259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115316673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8052203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115317946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115318079,0,0,0,3.36181539516047,0,0,0,5.00226018688865,0,0,0,0,0,0,0,0,0,6.09870287988981
LOC8023084,0,0,0,13.7528811620201,5.30508307029399,3.58866412588647,0,13.3393604983697,0,0,0,0,0,0.676093625604658,0,14.9501099645041,0,0
LOC115318373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115318661,0,0,0,0,0,0,0,0,0,0,3.65637591286801,0,11.2779544735004,0.676093625604658,0,9.75007171598091,0.802060656259429,8.91348882445434
LOC115318147,0,7.80746763782187,0,10.0854461854814,0,9.33052672730481,0,3.33484012459243,0,0,3.65637591286801,0,5.63897723675021,8.1131235072559,2.73307306652937,11.7000860591771,14.4370918126697,4.69130990760755
LOC115318433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115318538,0,2.7555768133489,0,0,0,0,0,0,0,0,0,0,0,0.676093625604658,0,3.25002390532697,0,0
LOC8034916,0,0,0,0,0,0,0,3.33484012459243,0,0,0,50.4770682701947,0,0,0,0,0,0
LOC115318026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650004781065394,0,0
LOC115318891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115319650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115318923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115319167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115319214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8029972,322.694207030025,245.246336388052,275.379246003536,315.093788400949,358.472041749865,276.327137693258,299.569542765695,208.427507787027,237.926061991725,251.751917378073,405.126451145775,214.527540148327,627.336217588461,828.214691365706,787.808311427092,633.104656757694,680.949497164255,640.36380238843
LOC8040981,224.332871197344,200.23858177002,364.472531475269,238.383273475015,228.118572022641,344.511756085101,433.223646461159,208.427507787027,234.951986216828,230.049165879964,267.646716821938,168.256894233982,632.975194825211,528.705215222843,827.437870891768,620.754565917451,733.885500477377,453.64966806565
LOC115319389,0,15.1556724734189,0,8.55734827859028,0,0,18.4350487855812,1.66742006229622,0,0,5.85020146058881,0,0,0,0,32.5002390532697,0,0
LOC115319118,0,0,0,6.11239162756449,0,0,0,0,0,0,0,10.5160558896239,0,0,0,0,6.41648525007543,0
LOC8040980,301.986557381039,318.728384744022,364.472531475269,355.435573142875,266.012022524741,165.078549790777,382.527262300811,318.477231898577,154.651940294621,311.796196522844,329.073832158121,363.855533780986,187.495993121945,269.085262990654,167.400725324924,314.602314035651,255.857349346758,243.478984204832
LOC115320156,0,42.7114406069079,0,11.6135440923725,0,60.2895573148926,0,15.0067805606659,29.7407577489656,0,24.8633562075025,4.20642235584956,4.93410508215644,26.3676513985817,8.19921919958812,27.3002008047465,6.41648525007543,38.9378722331426
LOC8031989,0,8.7259932422715,0,5.80677204618626,5.30508307029399,0,0,21.6764608098508,0,0,0,0,38.7679685026577,64.9049880580472,68.3268266632343,25.3501864615504,77.7998836571646,26.740466473363
LOC8031988,108.715160657174,71.6449971470713,118.251087989754,88.0184394369286,161.426099138946,83.9747405457433,82.9577195351155,88.3732633016995,193.314925368277,102.726357091053,242.783360614436,124.089459497562,181.152143730601,132.514350618513,153.735359992277,147.551085301844,182.86982962715,273.50336761352
LOC115320381,0,8.7259932422715,68.0348725420501,49.8159917646506,55.3244377330658,78.9506107695023,0,31.6809811836281,50.5592881732416,34.7244023969756,32.9073832158121,50.4770682701947,7.75359370053154,136.570912372141,40.3128277313082,12.3500908402425,52.1339426568629,47.851361057597
LOC115319735,312.340382205532,144.208519898592,142.549256754772,220.3517181737,174.30987230966,208.142519301415,308.787067158486,205.092667662435,11.8963030995863,208.346414381854,288.122421933999,138.811937743035,359.484798842826,378.612430338609,295.855159451805,394.552902106694,397.020024848417,386.094805396101
LOC8031986,56.9460365347103,60.6226898936757,45.3565816947001,73.3486995307738,58.3559137732338,63.1604886156018,32.2613353747672,55.0248620557751,0,34.7244023969756,51.1892627801521,115.676614785863,62.7336217588461,52.7353027971633,137.336921593101,89.7006597870243,122.715280407693,126.196236514643
LOC8031992,98.3613358326814,73.9413111581954,53.4559712830394,101.160081436192,83.3655911046198,84.6924733709206,55.3051463567437,86.7058432394033,65.4296670477244,56.4271538950854,125.779331402659,73.6123912273672,106.43569534366,141.303567751374,32.7968767983525,137.801013585864,152.391524689291,53.480932946726
LOC8031993,293.358370027295,183.705120889926,298.057536850886,296.756613518256,140.20576685777,208.860252126592,709.749378244877,678.63996535456,121.937106770759,154.812960686516,266.184166456791,309.172043154942,23.2607811015946,7.43702988165124,13.6653653326469,47.4503490177738,38.4989115004526,52.5426709652045
LOC8033995,300.260919910291,307.706077490627,254.320833073854,290.644221890691,206.140370731423,287.810862896095,456.267457443136,385.174034390426,154.651940294621,99.8326568913049,171.849667904796,262.901397240597,113.484416889598,130.486069741699,125.721361060351,97.5007171598091,113.892613188839,118.690140662471
LOC8034000,1765.32713257602,1552.7675343221,1440.07146880673,1476.75381721958,1786.29725666899,1120.38094010175,2143.07442132382,1850.8362691488,1576.26016069518,1904.7781564841,1923.25373016857,2023.28915316364,1602.17440739165,1556.36752614192,1568.10067192123,1933.11421888848,1639.41198139427,1450.08389244149
LOC8033996,0,0,4.85963375300358,5.80677204618626,9.85229713054597,0.717732825177293,0,0,38.6629850736553,0,22.6695306597816,0,0,1.35218725120932,22.5478527988673,21.450157775158,16.843273781448,21.110894584234
LOC8033997,188.094484311619,151.097461931964,152.268524260779,151.892931944978,128.83773170714,129.90964135709,198.176774444998,106.714883986958,252.796440866208,104.896632240864,154.29906352303,355.442689069287,230.493194552165,300.861663394073,230.944674121732,384.802830390713,329.646929722625,227.528530518966
LOC8033998,222.607233726595,101.03781648946,11.339145423675,64.7913512521836,87.9128051648718,73.9264809932612,18.4350487855812,116.719404360735,14.8703788744828,107.066907390675,82.634095630817,176.669738945681,45.1118178940017,27.0437450241863,30.7470719984554,63.0504637633432,8.02060656259429,146.838000108116
LOC115320103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115319878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnai-uau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8052214,0,0,1.61987791766786,8.25172869721206,0,16.5078549790777,0,6.66968024918487,68.403742822621,0,40.2201350415481,0,39.4728406572515,32.4524940290236,71.0598997297637,44.2003251124468,72.1854590633486,17.3578466581479
LOC8028834,48.3178491809663,26.6372425290393,9.71926750600716,39.7305455791692,55.3244377330658,37.3221069092193,50.6963841603484,63.3619623672562,32.7148335238622,50.6397534955895,57.7707394233145,12.6192670675487,11.2779544735004,25.0154641473724,34.1634133316172,29.9002199290081,44.915396750528,28.616990436406
LOC8038470,62.1229489469567,121.245379787351,174.946815108129,178.481835524883,195.530204590835,142.111099385104,253.481920801742,128.391344796809,377.707623411864,172.175161885004,187.206446738842,166.153683056057,300.275537856949,448.926167401493,351.199889049024,518.703815290184,528.557972474964,337.305182356983
Trnas-uga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8038469,3.45127494149759,0,9.71926750600716,2.75057623240402,0,0,0,1.66742006229622,0,0,1.4625503651472,0,14.0974430918755,37.1851494082562,47.1455103976317,3.25002390532697,63.3627918444949,11.2591437782581
LOC8038471,136.325360189155,208.046049407842,178.186570943465,113.384864691321,89.4285431849558,191.634664322337,64.5226707495343,121.721664547624,145.729712969932,130.939934038596,119.197854759497,140.91514892096,348.206844369326,365.090557826515,359.399108248613,289.2521275741,214.150195221268,279.60207049341
LOC8038463,640.211501647804,586.937861243315,748.383597962552,641.801120894271,779.847211333216,482.316458519141,746.61947581604,778.685169092333,624.555912728278,534.611111903437,735.662833669043,555.247750972141,709.101387521339,606.455982167378,647.055048500829,982.15722418981,931.994482573456,744.510882337318
LOC8038462,158.758647308889,93.2303488516376,184.666082614136,142.724344503631,112.922482496258,205.271588000706,55.3051463567437,156.737485855844,333.096486788415,119.365133239604,148.448862062441,107.263770074164,263.622185818073,280.578854625933,409.960959979406,211.251553846253,291.148018222173,315.256025791227
LOC8038472,79.3793236544446,76.2376251693194,50.2162154477037,43.0923609743296,63.6609968435278,30.1447786574463,129.045341499069,35.0158213082205,29.7407577489656,62.9379793445183,26.3259065726497,52.5802794481194,52.1605394399395,70.9898306884891,46.4622421309993,69.5505115739971,62.5607311882355,79.2831374385676
LOC115321573,0,0,0,4.88991330205159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8026290,0,9.18525604449632,0,4.88991330205159,0,0,0,10.0045203737773,0,0,0,0,34.5387355750951,33.1285876546283,0,11.0500812781117,0,15.0121917043442
LOC115322747,0,0,0,0,0,0,0,0,0,0,0,0,4.93410508215644,0,0,0,0,0
LOC8027571,360.658231386498,310.002391501751,430.887526099651,319.372462540244,312.242032137303,417.720504253185,248.873158605347,326.814332210058,336.070562563312,438.395580261817,329.073832158121,201.908273080779,577.290294612303,483.406942307331,304.737646918025,501.803690982484,439.529239630167,437.699214379784
LOC115322982,0,9.18525604449632,12.9590233413429,0,12.125904160672,0,0,30.0135611213319,0,3.61712524968496,0,0,50.7507951307519,16.2262470145118,44.4124373311023,106.600784094725,111.486431220061,42.6909201592287
LOC8027574,0,748.59836762645,4104.77064337036,0.305619581378224,1223.95845121783,0,488.528792817903,1363.94961095831,553.178094130761,685.806947340269,0,612.03445277611,7270.75627463481,3823.30945279434,7812.48936067421,5105.78755526867,5822.1583037872,2726.58931830151
LOC8053291,1390.86380142353,1399.83302118124,1462.74975965408,1377.12183369028,1309.59764935257,1479.96508551558,636.009183102553,1002.11945744003,957.652399516693,1271.0578127393,1664.38231553752,1007.43815422597,2424.055339648,2438.669707556,2541.07468360568,2046.21505079386,2969.22854947241,2487.33251301352
LOC115323847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115323947,36.2383868857247,42.2521778046831,61.5553608713787,55.3171442294586,16.673118220924,25.1206488812053,142.871628088255,48.3551818065903,53.5333639481381,70.8956548938253,40.9514102241217,14.7224782454734,0,0,0,0,0,0
LOC115323889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115324217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115324284,0,0,14.5789012590107,0,0.757869010041998,0,0,0,0,0,0,0,23.2607811015946,0,6.14941439969109,0,0,3.75304792608604
LOC115324404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115324444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683268266632343,0,0,0
LOC8030462,151.856097425894,295.765244632781,137.689623001768,308.370157610628,251.612511333943,562.702534938998,92.1752439279062,63.3619623672562,383.655774961657,342.903473670134,135.285908776116,309.172043154942,0,0,0,0,0,0
LOC115324607,50.0434866517151,73.0227855537457,48.5963375300358,40.3417847419256,58.3559137732338,98.3293970492892,50.6963841603484,61.69454230496,0,72.3425049936992,29.9822824855177,25.2385341350973,0,0,0,0,0,0
LOC8024319,250.217433258576,349.03972969086,105.292064648411,735.320712796008,501.709284647803,499.542046323396,419.397359871973,26.6787209967395,636.452215827865,814.576606229053,318.83597960209,307.068831977018,0,0,0,0,0,0
LOC115324758,0,0,8.0993895883393,0,0,0,0,0,0,0,0,0,0,0,0,2.60001912426158,0,0
LOC115324865,0,0,0,0,0,0,0,11.6719404360735,0,0,0,0,0,0,0,0,0,0
LOC115324934,0,0,0,0,0,0,0,6.66968024918487,0,0,0,0,0,0,0,0,25.6659410003017,0
LOC115325094,0,0,0,0,0,0,0,1.66742006229622,0,0,0,0,0,13.5218725120932,0,0,0,0
LOC115325162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115325486,0,0,0,0.305619581378224,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1604408983683
LOC115331676,0,11.0223072533956,35.6373141886929,0,0,2.15319847553188,4.60876219639531,6.66968024918487,11.8963030995863,4.34055029962195,0,0,0,0,0,0,0,0
LOC115325565,0,0,9.71926750600716,0,0,0.717732825177293,0,1.66742006229622,0,3.61712524968496,0,0,0,0,0,0,0,0
LOC115332117,0,22.503877309016,1.61987791766786,4.27867413929514,0,31.5802443078009,0,15.0067805606659,0,11.5748007989919,0.731275182573601,0,0,0,0,0,0,0
LOC115332375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115332053,0,8.26673044004669,43.7367037770322,4.27867413929514,0,0,9.21752439279062,23.343880872147,0,9.4045256491809,10.969127738604,0,0,0,0,0,0,0
LOC115331906,0,0,0,0,0,0,36.8700975711625,0,0,0,0,0,0,0,0,0,0,0
LOC115332427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115327939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115331981,0,3.21483961557371,0,5.50115246480804,0,0,0,11.6719404360735,0,0.723425049936992,7.31275182573602,0,0,2.70437450241863,6.14941439969109,6.50004781065394,10.4267885313726,9.3826198152151
LOC115328011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115328085,0,0,0,0,0,0,0,3.33484012459243,50.5592881732416,0,0,0,21.8510367924071,11.4935916352792,12.9820970660145,0,0,14.5430607135834
LOC115332261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28391693532528
LOC8042605,67.2998613592031,78.0746763782187,77.7541400480573,51.9553288342981,48.5036166426879,76.7974122939704,87.5664817315109,21.6764608098508,118.963030995863,53.5334536953374,84.8279211785378,121.986248319637,9.86821016431287,7.43702988165124,12.9820970660145,65.6504828876048,24.0618196877829,35.1848243070566
LOC8052180,0,8.7259932422715,8.0993895883393,18.9484140454499,0,0.717732825177293,0,23.343880872147,0,0,11.7004029211776,0,23.2607811015946,14.8740597633025,25.964194132029,18.8501386508964,7.21854590633486,23.9256805287985
LOC8039436,25.884562061232,65.6745807181487,108.531820483747,74.5711778562867,118.227565566552,88.2811374968071,129.045341499069,63.3619623672562,26.7666819740691,73.0659300436362,71.6649678922129,10.5160558896239,64.1433660680337,25.691557772977,114.105800527601,143.001051834387,59.3524885631977,122.912319579318
LOC8039435,450.391379865436,702.212824601743,451.945939029333,661.666393683856,505.498629698013,493.0824508968,718.966902637668,601.938642488934,642.400367377658,694.488047939513,577.707394233145,523.69958330327,398.957639500078,440.813043894237,554.13056423883,475.153494958803,485.246697036955,690.09168740907
LOC8039438,433.135005157948,851.932498127033,628.51263205513,764.660192608317,845.023946196828,615.09703117694,1133.75550031325,827.040350898923,1156.91547643476,996.156293763238,586.482696424028,828.665204102362,429.972014302204,715.983149515333,518.600614373948,716.955273515129,635.232039757468,875.398428759568
LOC115328163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8052735,0,13.3186212645197,17.8186570943465,8.25172869721206,18.188856241008,79.6683435946796,0,13.3393604983697,0,10.1279506991179,9.50657737345682,23.1353229571726,38.7679685026577,41.2417111618841,30.0638037318231,54.6004016094931,51.3318820006034,37.5304792608604
LOC115325874,27.6101995319807,11.9408328578452,3.23975583533572,5.80677204618626,32.5883674318059,17.225587804255,50.6963841603484,10.0045203737773,5.94815154979313,0,0,0,0,3.38046812802329,0.683268266632343,0,0,0
LOC115328217,0,0,0,2.44495665102579,0,0,0,0,0,0,0,0,0,0,4.09960959979406,0,0,1.40739297228226
LOC115325937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115328449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC8031089,0,0,0,0,0,0,0,0,0,0,0,0,7.75359370053154,0,0,0,0,0
LOC115332771,67.2998613592031,40.4151265957838,1.61987791766786,35.7574910212522,7.57869010041998,30.1447786574463,82.9577195351155,23.343880872147,0,64.3848294443923,13.1629532863248,27.3417453130221,19.7364203286257,18.9306215169304,10.2490239994851,17.5501290887656,3.20824262503772,7.50609585217208
LOC8041789,65.5742238884543,188.757011714399,233.262420144172,180.315553013152,156.121016068652,209.57798495177,175.132963463022,168.409426291918,113.014879446069,231.496015979838,142.598660601852,267.107819596447,375.696858398483,359.681808821678,362.815449581774,408.853007290133,349.698446129111,372.490006664039
LOC115332900,181.191934428624,126.297270611824,260.800344744526,161.367138967702,150.815932998358,162.207618490068,331.830878140462,158.404905918141,95.17042479669,196.771613582862,231.814232875832,174.566527767757,397.54789519089,436.756482140609,316.353207450775,424.453122035702,384.187054348266,316.194287772749
LOC8027326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC115328570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683268266632343,0,0,0
LOC8028853,1523.73788667119,5952.96444243806,4929.2885034633,8322.02120092905,7226.28101075045,6116.51913616089,10526.4128565669,5015.59954738702,8776.49761171976,12910.9668662255,2413.20810249288,2584.84653766955,88.8138914788159,50.0309282947447,89.508142928837,919.756765207532,487.652879005733,878.213214704133
LOC115328616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
